완료,제목,파일명,날짜,시작시간,방송길이,주제,part,상세내용,메모,URL,손님,영도,주식,이미지파일명,카테고리,고유 라이브 ID,금일 방송 횟수,타임라인CSV,소스CSV
False,끼야아아악! ,20241013,20241013,,06:29:19,,,,,https://chzzk.naver.com/video/3885266,,,,,,,,,
False,끼야아아악! ,20241013,20241013,,05:10:38,,,,,https://chzzk.naver.com/video/3870955,,,,,,,,,
False,원고하기 / 8시 사일런트힐2,20241012,20241012,,05:52:31,,,,,https://chzzk.naver.com/video/3863857,,,,,,,,,
False,든파만화 런칭까지 1주..! ,20241012,20241012,,05:17:08,,,,,https://chzzk.naver.com/video/3854504,,,,,,,,,
False,든파만화 런칭까지 2주..! ,20241009,20241009,,04:35:59,,,,,https://chzzk.naver.com/video/3819809,,,,,,,,,
False,작업방송,20241007,20241007,,07:26:53,,,,,https://chzzk.naver.com/video/3792585,,,,,,,,,
False,일요일 그림방송,20241006,20241006,,03:42:45,,,,,https://chzzk.naver.com/video/3777018,,,,,,,,,
False,－원고방송－  ６시 그림방송,20241006,20241006,,05:30:32,,,,,https://chzzk.naver.com/video/3773826,,,,,,,,,
False,토요일 그림방송,20241005,20241005,,02:51:10,,,,,https://chzzk.naver.com/video/3761532,,,,,,,,,
False,할로할로,20241004,20241004,,04:07:42,,,,,https://chzzk.naver.com/video/3747911,,,,,,,,,
False,비상근무체제 [든파공식스토리만화그리기],20240929,20240929,,05:02:13,,,,,https://chzzk.naver.com/video/3668074,,,,,,,,,
False,토요일 그림방송,20240928,20240928,,02:56:10,,,,,https://chzzk.naver.com/video/3657030,,,,,,,,,
False,금요일 그림방송,20240927,20240927,,04:04:34,,,,,https://chzzk.naver.com/video/3640038,,,,,,,,,
False,이런 추운 시국일수록 같은편하면 좋지않습니까,20240925,20240925,,04:11:46,,,,,https://chzzk.naver.com/video/3598659,,,,,,,,,
False,던파공식스토리만화 그리기 2회차,20240925,20240925,,02:07:35,,,,,https://chzzk.naver.com/video/3608947,,,,,,,,,
False,던파공식스토리만화 그리기,20240925,20240925,,02:37:18,,,,,https://chzzk.naver.com/video/3601963,,,,,,,,,
False,던파공식스토리만화 그리기,20240925,20240925,,05:33:44,,,,,https://chzzk.naver.com/video/3605466,,,,,,,,,
False,따흐흑 밤낮이 곱창났어!,20240922,20240922,,07:18:35,,,,,https://chzzk.naver.com/video/3560103,,,,,,,,,
False,정치인 이승권,20240919,20240919,,06:48:05,,,,,https://chzzk.naver.com/video/3512467,,,,,,,,,
False,초 최신게임 프로스트펑크2,20240918,20240918,,05:39:22,,,,,https://chzzk.naver.com/video/3499027,,,,,,,,,
False,생존신고,20240918,20240918,,02:04:43,,,,,https://chzzk.naver.com/video/3495258,,,,,,,,,
False,던파공식스토리만화그리기 ,20240913,20240913,,04:26:15,,,,,https://chzzk.naver.com/video/3424992,,,,,,,,,
False,강남갔다온 레바 (간담회얘긴 엠바고땜에 말못함),20240910,20240910,,01:09:27,,,,,https://chzzk.naver.com/video/3380636,,,,,,,,,
False,고기다고기,20240909,20240909,,00:17:15,,,,,https://chzzk.naver.com/video/3365883,,,,,,,,,
False,고기다고기,20240909,20240909,,00:36:42,,,,,https://chzzk.naver.com/video/3365461,,,,,,,,,
False,고기다고기,20240909,20240909,,00:28:31,,,,,https://chzzk.naver.com/video/3366540,,,,,,,,,
False,우당탕탕 코프룰루,20240909,20240909,,01:58:43,,,,,https://chzzk.naver.com/video/3369906,,,,,,,,,
False,생존신고,20240908,20240908,,04:23:56,,,,,https://chzzk.naver.com/video/3351965,,,,,,,,,
False,고기다고기,20240908,20240908,,00:05:57,,,,,https://chzzk.naver.com/video/3364631,,,,,,,,,
False,치킨과 맥주 (예정),20240906,20240906,,03:52:33,,,,,https://chzzk.naver.com/video/3323530,,,,,,,,,
False,이게 끝민ㅅ술말맜냐?,20240906,20240906,,00:03:20,,,,,https://chzzk.naver.com/video/3323619,,,,,,,,,
False,붜할지토론하기,20240905,20240905,,00:40:22,,,,,https://chzzk.naver.com/video/3318335,,,,,,,,,
False,원고와 노가리,20240905,20240905,,04:07:14,,,,,https://chzzk.naver.com/video/3307833,,,,,,,,,
False,새벽3시에 스타2캠페인을 하는 사람이 세상에 어딨어,20240905,20240905,,04:30:43,,,,,https://chzzk.naver.com/video/3309654,,,,,,,,,
False,원고와 노가리,20240904,20240904,,00:01:33,,,,,https://chzzk.naver.com/video/3302140,,,,,,,,,
False,본업하기,20240904,20240904,,05:16:08,,,,,https://chzzk.naver.com/video/3294369,,,,,,,,,
False,승냥이같은것들이 어딜 감히 날 능멸해 방송은 여기까지다,20240902,20240902,,05:01:20,,,,,https://chzzk.naver.com/video/3258740,,,,,,,,,
False,스타 설정에 미친남자,20240901,20240901,,04:57:00,,,,,https://chzzk.naver.com/video/3247608,,,,,,,,,
False,용궁사람한테 인간의힘보여주기 [8시 칸나님 그림합방],20240831,20240831,,03:04:25,,,,,https://chzzk.naver.com/video/3227334,,,,,,,,,
False,뭐할지토론하기,20240831,20240831,,00:34:54,,,,,https://chzzk.naver.com/video/3241491,,,,,,,,,
False,끼요오옷 ,20240831,20240831,,02:05:14,,,,,https://chzzk.naver.com/video/3231480,,,,,,,,,
False,눕방,20240829,20240829,,01:54:11,,,,,https://chzzk.naver.com/video/3199540,,,,,,,,,
False,[가이드라인 임계점조사],20240826,20240826,,05:22:54,,,,,https://chzzk.naver.com/video/3159492,,,,,,,,,
False,눕방,20240825,20240825,,01:36:07,,,,,https://chzzk.naver.com/video/3143796,,,,,,,,,
False,눕방,20240825,20240825,,00:30:14,,,,,https://chzzk.naver.com/video/3152736,,,,,,,,,
False,토요일밤 이승권씨,20240825,20240825,,02:32:19,,,,,https://chzzk.naver.com/video/3141715,,,,,,,,,
False,[던파DDC 같이보기] 우릴 구원하려는것인가. 파괴하려는것인가.,20240824,20240824,,01:27:37,,,,,https://chzzk.naver.com/video/3136504,,,,,,,,,
False,｢순수의문｣그림방송  19금걸면 어디까지 될까?,20240824,20240824,,02:45:05,,,,,https://chzzk.naver.com/video/3122561,,,,,,,,,
False,눕방,20240823,20240823,,01:16:35,,,,,https://chzzk.naver.com/video/3112730,,,,,,,,,
False,금요일방송－,20240823,20240823,,00:35:22,,,,,https://chzzk.naver.com/video/3118676,,,,,,,,,
False,우당탕탕 그림교실 (구)꽈뚜룹-장지수씨,20240823,20240823,,02:07:26,,,,,https://chzzk.naver.com/video/3118095,,,,,,,,,
False,눕방,20240822,20240822,,02:36:14,,,,,https://chzzk.naver.com/video/3095153,,,,,,,,,
False,눕방,20240821,20240821,,00:53:42,,,,,https://chzzk.naver.com/video/3091402,,,,,,,,,
False,눕방,20240820,20240820,,01:43:08,,,,,https://chzzk.naver.com/video/3070226,,,,,,,,,
False,술같이 생긴 물 먹기,20240819,20240819,,01:48:30,,,,,https://chzzk.naver.com/video/3052186,,,,,,,,,
False,술처먹기,20240818,20240818,,00:16:26,,,,,https://chzzk.naver.com/video/3048559,,,,,,,,,
False,술같이 생긴 물 먹기,20240818,20240818,,00:39:23,,,,,https://chzzk.naver.com/video/3049484,,,,,,,,,
False,죄송하지만 그림신청안받아도될까요?,20240818,20240818,,03:07:08,,,,,https://chzzk.naver.com/video/3034993,,,,,,,,,
False,술처먹기,20240818,20240818,,00:14:34,,,,,https://chzzk.naver.com/video/3048756,,,,,,,,,
False,흥 승권이는 오늘 그림그리기 귀찮아,20240817,20240817,,03:40:48,,,,,https://chzzk.naver.com/video/3019199,,,,,,,,,
False,크하하핫 새벽 낙서방송이다!,20240817,20240817,,03:01:51,,,,,https://chzzk.naver.com/video/3024834,,,,,,,,,
False,기습뱅,20240816,20240816,,01:51:51,,,,,https://chzzk.naver.com/video/3010504,,,,,,,,,
False,갸아아아아아악!!!,20240812,20240812,,02:30:23,,,,,https://chzzk.naver.com/video/2944125,,,,,,,,,
False,스타1vs스타2 맛보기,20240812,20240812,,01:16:06,,,,,https://chzzk.naver.com/video/2948221,,,,,,,,,
False,19금설정 채팅창테스트 ,20240811,20240811,,00:04:15,,,,,https://chzzk.naver.com/video/2941308,,,,,,,,,
False,토요일 그림방송,20240810,20240810,,01:33:56,,,,,https://chzzk.naver.com/video/2927404,,,,,,,,,
False,본업하는날,20240810,20240810,,05:46:00,,,,,https://chzzk.naver.com/video/2913707,,,,,,,,,
False,일 더 하다가 자기 ,20240810,20240810,,02:29:17,,,,,https://chzzk.naver.com/video/2919443,,,,,,,,,
False,토요일 그림방송,20240810,20240810,,00:26:40,,,,,https://chzzk.naver.com/video/2927965,,,,,,,,,
False,일요일 그림방송,20240805,20240805,,03:03:29,,,,,https://chzzk.naver.com/video/2841486,,,,,,,,,
False,금요일레바,20240803,20240803,,02:38:33,,,,,https://chzzk.naver.com/video/2807081,,,,,,,,,
False,밤산책,20240729,20240729,,01:00:53,,,,,https://chzzk.naver.com/video/2735637,,,,,,,,,
False,밤산책,20240729,20240729,,00:24:39,,,,,https://chzzk.naver.com/video/2736058,,,,,,,,,
False,아라드의 정상화,20240728,20240728,,04:01:55,,,,,https://chzzk.naver.com/video/2730615,,,,,,,,,
False,그림방송 리방,20240727,20240727,,01:22:30,,,,,https://chzzk.naver.com/video/2714446,,,,,,,,,
False,토요일 그림방송,20240727,20240727,,01:42:34,,,,,https://chzzk.naver.com/video/2713160,,,,,,,,,
False,내가 돌아왔다,20240727,20240727,,01:43:36,,,,,https://chzzk.naver.com/video/2717125,,,,,,,,,
False,오늘은 금요일금요일,20240726,20240726,,03:18:25,,,,,https://chzzk.naver.com/video/2699579,,,,,,,,,
False,기습 원고뱅,20240726,20240726,,02:41:15,,,,,https://chzzk.naver.com/video/2688597,,,,,,,,,
False,대환장 그림방송 [허니츄러스/유콘님],20240720,20240720,,02:02:25,,,,,https://chzzk.naver.com/video/2606821,,,,,,,,,
False,대환장 그림방송 [허니츄러스/유콘님],20240720,20240720,,00:02:28,,,,,https://chzzk.naver.com/video/2605345,,,,,,,,,
False,밥먹는 남자,20240720,20240720,,01:32:10,,,,,https://chzzk.naver.com/video/2608537,,,,,,,,,
False,채팅창오류로인한 테스트방송[오지마셈],20240720,20240720,,00:02:00,,,,,https://chzzk.naver.com/video/2604620,,,,,,,,,
False,우리던파 정상영업합니다,20240718,20240718,,09:47:52,,,,,https://chzzk.naver.com/video/2575239,,,,,,,,,
False,개끈금 영종도 탐방,20240714,20240714,,00:50:35,,,,,https://chzzk.naver.com/video/2512260,,,,,,,,,
False,개끈금 영종도 탐방,20240714,20240714,,00:17:52,,,,,https://chzzk.naver.com/video/2511742,,,,,,,,,
False,개끈금 영종도 탐방,20240714,20240714,,00:02:18,,,,,https://chzzk.naver.com/video/2511773,,,,,,,,,
False,던파 엠버서더 경제무력시위,20240713,20240713,,00:02:04,,,,,https://chzzk.naver.com/video/2496935,,,,,,,,,
False,주말레바,20240713,20240713,,02:00:49,,,,,https://chzzk.naver.com/video/2500648,,,,,,,,,
False,던파 엠버서더 경제무력시위,20240713,20240713,,01:40:24,,,,,https://chzzk.naver.com/video/2496720,,,,,,,,,
False,던파 엠버서더 경제무력시위,20240713,20240713,,00:13:41,,,,,https://chzzk.naver.com/video/2496876,,,,,,,,,
False,주말레바,20240713,20240713,,00:17:53,,,,,https://chzzk.naver.com/video/2501499,,,,,,,,,
False,주말레바,20240713,20240713,,00:11:55,,,,,https://chzzk.naver.com/video/2500851,,,,,,,,,
False,주말레바,20240713,20240713,,00:01:10,,,,,https://chzzk.naver.com/video/2501090,,,,,,,,,
False,본업하는남자,20240712,20240712,,03:57:34,,,,,https://chzzk.naver.com/video/2483606,,,,,,,,,
False,젠레스 존 제로 가챠 / 드로잉,20240707,20240707,,03:23:38,,,,,https://chzzk.naver.com/video/2409854,,,,,,,,,
False,던파플레이마켓 드로잉쇼끝- 짧방 ,20240706,20240706,,00:20:20,,,,,https://chzzk.naver.com/video/2390387,,,,,,,,,
False,"이 앞, 레바있다",20240630,20240630,,02:56:52,,,,,https://chzzk.naver.com/video/2298080,,,,,,,,,
False,그림새싹키우기 [허니츄러스님],20240630,20240630,,01:52:37,,,,,https://chzzk.naver.com/video/2294724,,,,,,,,,
False,그림새싹키우기 [허니츄러스님],20240630,20240630,,00:06:25,,,,,https://chzzk.naver.com/video/2293831,,,,,,,,,
False,주간그림방송,20240629,20240629,,02:28:42,,,,,https://chzzk.naver.com/video/2281949,,,,,,,,,
False,고해성사 [레바고민상담소],20240628,20240628,,02:10:19,,,,,https://chzzk.naver.com/video/2267796,,,,,,,,,
False,파라디섬 첫 외부조사(악놀찍먹),20240627,20240627,,03:38:29,,,,,https://chzzk.naver.com/video/2251998,,,,,,,,,
False,무려무려 엘든링 DLC,20240627,20240627,,03:31:35,,,,,https://chzzk.naver.com/video/2240165,,,,,,,,,
False,주간낙서방송,20240626,20240626,,00:06:54,,,,,https://chzzk.naver.com/video/2235190,,,,,,,,,
False,일하는 20대같은 30대 마성의남자,20240625,20240625,,00:42:50,,,,,https://chzzk.naver.com/video/2210618,,,,,,,,,
False,밥과 토크,20240624,20240624,,04:10:25,,,,,https://chzzk.naver.com/video/2204106,,,,,,,,,
False,금주방송없슴니다,20240619,20240619,,00:55:47,,,,,https://chzzk.naver.com/video/2127801,,,,,,,,,
False,본업하기,20240618,20240618,,01:59:36,,,,,https://chzzk.naver.com/video/2111044,,,,,,,,,
False,일요일노가리,20240617,20240617,,03:22:05,,,,,https://chzzk.naver.com/video/2085952,,,,,,,,,
False,무지성 그림만그리기,20240615,20240615,,03:21:00,,,,,https://chzzk.naver.com/video/2067012,,,,,,,,,
False,"내인생의 동반자, 친구, 그리고 원수",20240615,20240615,,01:09:40,,,,,https://chzzk.naver.com/video/2057620,,,,,,,,,
False,무지성 그림만그리기,20240615,20240615,,05:49:38,,,,,https://chzzk.naver.com/video/2061410,,,,,,,,,
False,오늘도 알찬하루였다 [노가리뱅],20240614,20240614,,02:42:54,,,,,https://chzzk.naver.com/video/2049870,,,,,,,,,
False,심심해서 킨 이승권씨,20240613,20240613,,02:27:07,,,,,https://chzzk.naver.com/video/2035121,,,,,,,,,
False,크흑.. 잠깐이라도..!,20240610,20240610,,02:32:44,,,,,https://chzzk.naver.com/video/1977531,,,,,,,,,
False,단투놈과 노가리,20240610,20240610,,01:43:38,,,,,https://chzzk.naver.com/video/1988161,,,,,,,,,
False,1부 일하면서 노가리,20240609,20240609,,02:55:29,,,,,https://chzzk.naver.com/video/1968070,,,,,,,,,
False,"소문의 그 게임, 명조",20240608,20240608,,01:54:43,,,,,https://chzzk.naver.com/video/1955153,,,,,,,,,
False,심야저챗,20240608,20240608,,01:40:13,,,,,https://chzzk.naver.com/video/1957271,,,,,,,,,
False,겜은 겜이고 일은 해야재,20240607,20240607,,00:51:16,,,,,https://chzzk.naver.com/video/1939078,,,,,,,,,
False,엠버서더와 함께보는 던파공방,20240607,20240607,,02:04:18,,,,,https://chzzk.naver.com/video/1936613,,,,,,,,,
False,음주 그림피드백 끝-> 노가리겸 낙서방송,20240603,20240603,,02:47:38,,,,,https://chzzk.naver.com/video/1862353,,,,,,,,,
False,괴생물체와 식사,20240601,20240601,,01:40:25,,,,,https://chzzk.naver.com/video/1844068,,,,,,,,,
False,6시 안개신 레이드 대기방,20240601,20240601,,06:26:02,,,,,https://chzzk.naver.com/video/1834151,,,,,,,,,
False,픽셀페인터,20240531,20240531,,02:13:19,,,,,https://chzzk.naver.com/video/1826974,,,,,,,,,
False,끼잉 낑 전 네오플의 노예에요★,20240530,20240530,,05:25:02,,,,,https://chzzk.naver.com/video/1797990,,,,,,,,,
False,일요일그림뱅,20240526,20240526,,03:23:13,,,,,https://chzzk.naver.com/video/1749128,,,,,,,,,
False,토요일 토요일은 던파다,20240526,20240526,,02:00:01,,,,,https://chzzk.naver.com/video/1733304,,,,,,,,,
False,오늘밤은 뭘하지,20240525,20240525,,03:14:21,,,,,https://chzzk.naver.com/video/1718340,,,,,,,,,
False,악몽과 공포의 픽셀페인터 ,20240525,20240525,,02:01:21,,,,,https://chzzk.naver.com/video/1730247,,,,,,,,,
False,여어 히사시부리,20240524,20240524,,04:59:18,,,,,https://chzzk.naver.com/video/1712842,,,,,,,,,
False,블루아카온리전 끝-  짧방,20240518,20240518,,00:28:44,,,,,https://chzzk.naver.com/video/1616688,,,,,,,,,
False,엘든링 dlc대비 재활운동[2],20240513,20240513,,05:17:07,,,,,https://chzzk.naver.com/video/1523911,,,,,,,,,
False,엘든링 dlc대비 재활운동,20240512,20240512,,06:49:33,,,,,https://chzzk.naver.com/video/1509025,,,,,,,,,
False,몬가몬가,20240511,20240511,,02:57:20,,,,,https://chzzk.naver.com/video/1500359,,,,,,,,,
False,으아악 잠이안와서 하루조졌다!,20240511,20240511,,02:38:00,,,,,https://chzzk.naver.com/video/1493477,,,,,,,,,
False,엘든링 dlc대비 재활운동,20240511,20240511,,00:06:33,,,,,https://chzzk.naver.com/video/1500527,,,,,,,,,
False,노가리와 낙서,20240510,20240510,,03:22:41,,,,,https://chzzk.naver.com/video/1485232,,,,,,,,,
False,회지하느라 못한 던파하기,20240505,20240505,,03:33:58,,,,,https://chzzk.naver.com/video/1393407,,,,,,,,,
False,저지먼트데이 (회지마감까지 0일),20240502,20240502,,03:40:13,,,,,https://chzzk.naver.com/video/1355275,,,,,,,,,
False,회지마감까지 D-1,20240502,20240502,,10:24:26,,,,,https://chzzk.naver.com/video/1349555,,,,,,,,,
False,이승권 만화가모드 ON,20240501,20240501,,05:13:40,,,,,https://chzzk.naver.com/video/1332054,,,,,,,,,
False,이승권 만화가모드 ON,20240430,20240430,,04:33:26,,,,,https://chzzk.naver.com/video/1315582,,,,,,,,,
False,무려 호요버스 신작,20240428,20240428,,05:37:58,,,,,https://chzzk.naver.com/video/1284360,,,,,,,,,
False,"이 앞, 그림방송있다",20240427,20240427,,02:47:10,,,,,https://chzzk.naver.com/video/1265826,,,,,,,,,
False,우리던파 풍성합니다 ,20240425,20240425,,04:32:23,,,,,https://chzzk.naver.com/video/1243899,,,,,,,,,
False,우리던파 풍성합니다 ,20240425,20240425,,00:34:30,,,,,https://chzzk.naver.com/video/1241124,,,,,,,,,
False,이어서하는 세키로,20240415,20240415,,07:04:49,,,,,https://chzzk.naver.com/video/1082702,,,,,,,,,
False,뇌가 리셋된 세키로,20240414,20240414,,03:46:26,,,,,https://chzzk.naver.com/video/1065784,,,,,,,,,
False,할건해야재,20240413,20240413,,02:45:46,,,,,https://chzzk.naver.com/video/1060768,,,,,,,,,
False,오늘이야말로 끝낸다 킷사마,20240408,20240408,,02:59:15,,,,,https://chzzk.naver.com/video/968752,,,,,,,,,
False,주말그림방송,20240407,20240407,,01:56:50,,,,,https://chzzk.naver.com/video/964643,,,,,,,,,
False,피의거짓부렁 엔딩보기,20240407,20240407,,05:22:49,,,,,https://chzzk.naver.com/video/953817,,,,,,,,,
False,게임좀하면어때서!,20240406,20240406,,09:49:18,,,,,https://chzzk.naver.com/video/938250,,,,,,,,,
False,7년전통의 레바그림방송,20240406,20240406,,02:32:00,,,,,https://chzzk.naver.com/video/947094,,,,,,,,,
False,피구라 이어하기,20240405,20240405,,08:18:43,,,,,https://chzzk.naver.com/video/919883,,,,,,,,,
False,비명을질러라 마침내 내가왔다,20240404,20240404,,02:01:03,,,,,https://chzzk.naver.com/video/909878,,,,,,,,,
False,블루아카 온리전만화그리기,20240331,20240331,,02:25:00,,,,,https://chzzk.naver.com/video/834767,,,,,,,,,
False,피의그짓부렁 처음하기,20240331,20240331,,03:36:16,,,,,https://chzzk.naver.com/video/848976,,,,,,,,,
False,던파로온 대기방,20240330,20240330,,03:05:56,,,,,https://chzzk.naver.com/video/828990,,,,,,,,,
False,기습방송-블루아카회지만들기,20240329,20240329,,03:48:36,,,,,https://chzzk.naver.com/video/802802,,,,,,,,,
False,레바 다과회,20240329,20240329,,02:55:24,,,,,https://chzzk.naver.com/video/814349,,,,,,,,,
False,목요일 목요일은 뭐다,20240328,20240328,,01:45:05,,,,,https://chzzk.naver.com/video/790104,,,,,,,,,
False,엠버서더랑 아스라한도실분,20240323,20240323,,00:48:52,,,,,https://chzzk.naver.com/video/711675,,,,,,,,,
False,주말노가리,20240323,20240323,,01:50:28,,,,,https://chzzk.naver.com/video/710717,,,,,,,,,
False,목요일 목요일은 던파다,20240321,20240321,,03:36:43,,,,,https://chzzk.naver.com/video/676109,,,,,,,,,
False,유명한 애니메이션 장면 맞추기,20240320,20240320,,02:17:33,,,,,https://chzzk.naver.com/video/662970,,,,,,,,,
False,백수가 되어버린 레바,20240320,20240320,,02:55:21,,,,,https://chzzk.naver.com/video/650283,,,,,,,,,
False,레바방송 다음주부터 정상영업합니다,20240317,20240317,,05:15:54,,,,,https://chzzk.naver.com/video/616996,,,,,,,,,
False,완결마감임박 웹툰작가,20240309,20240309,,07:54:06,,,,,https://chzzk.naver.com/video/468688,,,,,,,,,
False,완결마감임박 웹툰작가,20240303,20240303,,04:59:11,,,,,https://chzzk.naver.com/video/380378,,,,,,,,,
False,완결마감임박 웹툰작가,20240301,20240301,,03:58:56,,,,,https://chzzk.naver.com/video/338631,,,,,,,,,
False,둑둑섬 갈기고 원고하기,20240301,20240301,,02:12:39,,,,,https://chzzk.naver.com/video/336317,,,,,,,,,
False,퍼섭 헌터 만지작거리기[개짧방],20240228,20240228,,00:57:43,,,,,https://chzzk.naver.com/video/303577,,,,,,,,,
False,던파공식PC  디자인시안짜기,20240227,20240227,,01:34:25,,,,,https://chzzk.naver.com/video/287325,,,,,,,,,
False,엠버서더의 던파공방같이보기,20240226,20240226,,01:22:36,,,,,https://chzzk.naver.com/video/270141,,,,,,,,,
False,완결임박원고방송,20240224,20240224,,04:05:47,,,,,https://chzzk.naver.com/video/237135,,,,,,,,,
False,던파점검대기방 ,20240222,20240222,,09:03:07,,,,,https://chzzk.naver.com/video/208613,,,,,,,,,
False,웹툰원고방송,20240219,20240219,,01:41:16,,,,,https://chzzk.naver.com/video/164213,,,,,,,,,
False,웹툰원고방송,20240219,20240219,,01:55:04,,,,,https://chzzk.naver.com/video/161406,,,,,,,,,
False,레바스트리머그림교실 ,20240218,20240218,,02:57:57,,,,,https://chzzk.naver.com/video/152341,,,,,,,,,
False,주말원고맨,20240211,20240211,,02:39:24,,,,,https://chzzk.naver.com/video/114322,,,,,,,,,
False,주말그림방송맨,20240211,20240211,,02:07:43,,,,,https://chzzk.naver.com/video/112904,,,,,,,,,
False,블루아카온리전 구상해보기(확정아님),20240210,20240210,,01:41:37,,,,,https://chzzk.naver.com/video/112237,,,,,,,,,
False,기습원고,20240210,20240210,,05:02:37,,,,,https://chzzk.naver.com/video/110728,,,,,,,,,
False,씻고밥먹고하루일과하기,20240208,20240208,,03:35:26,,,,,https://chzzk.naver.com/video/102486,,,,,,,,,
False,던끼얏호우,20240201,20240201,,02:55:05,,,,,https://chzzk.naver.com/video/71000,,,,,,,,,
False,치지직 고화질 토요일그림방송,20240128,20240128,,03:28:51,,,,,https://chzzk.naver.com/video/58142,,,,,,,,,
False,[광고] 붕괴 특별방송  같이보기,20240127,20240127,,01:05:50,,,,,https://chzzk.naver.com/video/57440,,,,,,,,,
False,야호 마감끝났다!!!,20240127,20240127,,04:15:28,,,,,https://chzzk.naver.com/video/55817,,,,,,,,,
False,심야 원고와 노가리,20240125,20240125,,03:44:57,,,,,https://chzzk.naver.com/video/50936,,,,,,,,,
False,던파 마지막 골고라이언의밤[짧방],20240124,20240124,,01:22:24,,,,,https://chzzk.naver.com/video/49444,,,,,,,,,
False,던파엠버서더 공방중계 ,20240122,20240122,,01:21:41,,,,,https://chzzk.naver.com/video/43987,,,,,,,,,
False,원고와 노가리,20240121,20240121,,03:07:58,,,,,https://chzzk.naver.com/video/40458,,,,,,,,,
False,원고와 노가리,20240121,20240121,,00:15:02,,,,,https://chzzk.naver.com/video/39956,,,,,,,,,
False,새 타블렛 적응하기,20240121,20240121,,02:03:16,,,,,https://chzzk.naver.com/video/39748,,,,,,,,,
False,일요일 그림방송 ,20240121,20240121,,03:13:09,,,,,https://chzzk.naver.com/video/42123,,,,,,,,,
False,500만원짜리 타블렛까기,20240120,20240120,,01:21:40,,,,,https://chzzk.naver.com/video/39001,,,,,,,,,
False,새 타블렛 적응하기,20240120,20240120,,00:00:48,,,,,https://chzzk.naver.com/video/39300,,,,,,,,,
False,치지직 테스트방송,20240114,20240114,,00:53:38,,,,,https://chzzk.naver.com/video/24701,,,,,,,,,
False,낙서와 잡담 영도 / 대낮그림신청받기,20260518,20260518,16:29:30,,,,,,,,,,,그림/아트,18961058,,,
